Name,name_clean,name_type,name_iupac,name_synonyms,CAS,cas_final,cas_valid,cas_source,pubchem_cid,inchikey,smiles_canonical,smiles_isomeric,smiles_valid,mol_formula,mw,dD,dP,dH,R0,bp_c,mp_c,density_g_ml,flash_point_c,vapor_pressure_mmhg,dielectric_constant,xlogp,hbd_count,hba_count,ghs_hazard_statements,ghs_pictograms,ghs_signal_word,ich_q3c_class,ich_q3c_pde_mg_day,flag_carcinogen,flag_reproductive_toxin,flag_flammable,flag_acutely_toxic,hsp_flag_dd_low,hsp_flag_dd_high,hsp_flag_dp_negative,hsp_flag_dh_negative,hsp_flag_r_large,hsp_flag_nonpolar_check,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,cf_alternative_parents,cf_classification_type,confidence_score,confidence_label,score_cas,score_name_match,score_pubchem,score_smiles,score_crossref,score_properties,verify_inchikey_mismatch,verify_cas_conflict,verify_name_inconsistency,verify_formula_mismatch,verify_hsp_outlier,verify_classyfire_consistent,url_primary,url_source,source_uncertainty,already_in_database,lookup_failed,needs_manual_review,duplicate,processing_notes
"1,2,3-Trichloro Propene","1,2,3-Trichloro Propene",systematic_chemical,"1,2,3-trichloroprop-1-ene",,96-19-5,96-19-5,True,original,7286.0,HIILBTHBHCLUER-UHFFFAOYSA-N,ClCC(Cl)=CCl,,True,C3H3Cl3,145.41,17.8,7.8,3.4,,,,,,,,2.2,0.0,0.0,H227; H301; H302; H311; H315; H319; H330; H331; H335,Acute Toxic; Irritant,Danger,Not listed,,False,False,False,True,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides,Chloroalkenes; Organochlorides; Hydrocarbon derivatives; Alkyl chlorides,full_molecule,0.945,HIGH,1.0,0.85,1.0,1.0,1.0,0.5,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/7286,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2,3-Trichloropropane","1,2,3-Trichloropropane",systematic_chemical,"1,2,3-trichloropropane",,96-18-4,96-18-4,True,original,7285.0,CFXQEHVMCRXUSD-UHFFFAOYSA-N,ClCC(Cl)CCl,,True,C3H5Cl3,147.43,17.8,12.3,3.4,,,-13.8,,,,,1.8,0.0,0.0,H302; H312; H332; H350; H360; H301; H311; H319; H331; H341; H372; H373; H411; H227; H330; H335; H370; H401; H336; H371,Irritant; Health Hazard; Acute Toxic; Environmental Hazard,Danger,Not listed,,True,True,False,True,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Organochlorides,,Organochlorides,Hydrocarbon derivatives; Alkyl chlorides,full_molecule,0.988,HIGH,1.0,1.0,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/7285,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2,4,5-Tetrachlorobenzene","1,2,4,5-Tetrachlorobenzene",systematic_chemical,"1,2,4,5-tetrachlorobenzene",,95-94-3,95-94-3,True,original,7270.0,JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)cc1Cl,,True,C6H2Cl4,215.9,21.2,10.7,3.4,,243.1,139.1,,,,,4.6,0.0,0.0,H302; H315; H319; H335; H400; H410; H336; H361; H362; H372; H373,Irritant; Environmental Hazard; Health Hazard,Warning,Not listed,,False,True,False,False,False,False,False,False,False,False,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes,Aryl chlorides; Organochlorides; Hydrocarbon derivatives,full_molecule,1.0,HIGH,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/7270,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2,4-Trichlorobenzene","1,2,4-Trichlorobenzene",systematic_chemical,"1,2,4-trichlorobenzene",,120-82-1,120-82-1,True,original,13.0,PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1,,True,C6H3Cl3,181.4,20.2,4.2,3.2,,213.6,16.6,,,,,4.0,0.0,0.0,H302; H315; H400; H410; H319; H335; H336; H351; H373; H316,Irritant; Environmental Hazard; Health Hazard,Warning,Not listed,,True,False,False,False,False,False,False,False,False,False,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes,Aryl chlorides; Organochlorides; Hydrocarbon derivatives,full_molecule,1.0,HIGH,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/13,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Butadiene","1,2-Butadiene",trivial_name,"buta-1,2-diene",,590-19-2,590-19-2,True,original,11535.0,QNRMTGGDHLBXQZ-UHFFFAOYSA-N,C[CH]=[C]=[CH2],,True,C4H6,54.09,15.0,1.7,6.2,,10.9,-136.2,,,,,1.0,0.0,0.0,H220; H224; H280; H411,Flammable; Compressed Gas; Environmental Hazard,Danger,Not listed,,False,False,True,False,False,False,False,False,False,False,Organic compounds,Allenes,Acyclic allenes,,Acyclic allenes,Unsaturated aliphatic hydrocarbons,full_molecule,0.97,HIGH,1.0,0.85,1.0,1.0,1.0,1.0,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/11535,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Cyclohexanediol","1,2-Cyclohexanediol",trivial_name,"cyclohexane-1,2-diol",,931-17-9,931-17-9,True,original,13601.0,PFURGBBHAOXLIO-UHFFFAOYSA-N,OC1CCCCC1O,,True,C6H12O2,116.16,17.4,9.8,18.3,,,,,,,,0.2,2.0,2.0,H315; H319; H335,Irritant,Warning,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Cyclohexanols,"Cyclic alcohols and derivatives; 1,2-diols; Hydrocarbon derivatives",full_molecule,0.945,HIGH,1.0,0.85,1.0,1.0,1.0,0.5,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/13601,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Cyclohexanedione","1,2-Cyclohexanedione",trivial_name,"cyclohexane-1,2-dione",,765-87-7,765-87-7,True,original,13006.0,OILAIQUEIWYQPH-UHFFFAOYSA-N,O=C1CCCCC1=O,,True,C6H8O2,112.13,18.6,10.3,8.0,,194.1,,,,,,-0.1,0.0,2.0,H302; H315; H319; H335,Irritant,Warning,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Cyclic ketones,Organic oxides; Hydrocarbon derivatives,full_molecule,0.958,HIGH,1.0,0.85,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/13006,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dibromoethylene","1,2-Dibromoethylene",systematic_chemical,"1,2-dibromoethene",,540-49-8,540-49-8,True,original,10897.0,UWTUEMKLYAGTNQ-UHFFFAOYSA-N,BrC=CBr,,True,C2H2Br2,185.85,17.0,4.9,3.0,,111.9,9.9,,,,,1.9,0.0,0.0,H301; H315; H319; H335,Acute Toxic; Irritant,Danger,Not listed,,False,False,False,True,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl bromides,Vinyl bromides,Bromoalkenes; Organobromides; Hydrocarbon derivatives,full_molecule,0.97,HIGH,1.0,0.85,1.0,1.0,1.0,1.0,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/10897,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dichloroethylene (Cis)","1,2-Dichloroethylene",systematic_chemical,"(Z)-1,2-dichloroethene",Cis,156-59-2,156-59-2,True,original,643833.0,KFUSEUYYWQURPO-UPHRSURJSA-N,ClC=CCl,,True,C2H2Cl2,96.94,17.0,8.0,3.2,,60.4,-80.1,,,,,1.9,0.0,0.0,H225; H332; H412; H315; H319; H336; H402; H341; H373,Flammable; Irritant; Health Hazard,Danger,Not listed,,False,False,True,False,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides,Chloroalkenes; Organochlorides; Hydrocarbon derivatives,full_molecule,0.97,HIGH,1.0,0.85,1.0,1.0,1.0,1.0,True,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/643833,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dichloropropane","1,2-Dichloropropane",systematic_chemical,"1,2-dichloropropane",,78-87-5,78-87-5,True,original,6564.0,KNKRKFALVUDBJE-UHFFFAOYSA-N,CC(Cl)CCl,,True,C3H6Cl2,112.98,17.3,7.1,2.9,,,-100.4,,,,,1.8,0.0,0.0,H225; H302; H332; H350; H331; H317; H319; H336; H341; H361; H370; H372; H373; H401; H411; H315; H335; H351; H316,Flammable; Irritant; Health Hazard; Acute Toxic; Environmental Hazard,Danger,Not listed,,True,True,True,True,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Organochlorides,,Organochlorides,Hydrocarbon derivatives; Alkyl chlorides,full_molecule,0.988,HIGH,1.0,1.0,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/6564,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dichloropropene (Cis)","1,2-Dichloropropene",systematic_chemical,"(Z)-1,2-dichloroprop-1-ene",Cis,6923-20-2,6923-20-2,True,original,5463459.0,PPKPKFIWDXDAGC-IHWYPQMZSA-N,CC(Cl)=CCl,,True,C3H4Cl2,110.97,17.0,8.5,2.9,,,,,,,,2.1,0.0,0.0,,,,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides,Chloroalkenes; Organochlorides; Hydrocarbon derivatives,full_molecule,0.945,HIGH,1.0,0.85,1.0,1.0,1.0,0.5,True,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/5463459,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dichlorotetrafluoroethane (Freon 114)","1,2-Dichlorotetrafluoroethane",systematic_chemical,"1,2-dichloro-1,1,2,2-tetrafluoroethane",Freon 114,76-14-2,76-14-2,True,original,6429.0,DDMOUSALMHHKOS-UHFFFAOYSA-N,FC(F)(Cl)C(F)(F)Cl,,True,C2Cl2F4,170.92,12.6,1.8,0.0,,3.8,,,,,,2.8,0.0,4.0,H280; H420; H335; H336; H370,Compressed Gas; Irritant; Health Hazard,Warning,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Alkyl halides,Alkyl chlorides,Chlorofluorocarbons,Organofluorides; Organochlorides; Hydrocarbon derivatives; Alkyl fluorides,full_molecule,0.958,HIGH,1.0,0.85,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/6429,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dichlorovinyl Ethyl Ether","1,2-Dichlorovinyl Ethyl Ether",systematic_chemical,"1,2-dichloro-1-ethoxyethene",,42345-82-4,42345-82-4,True,original,53440473.0,CIVPSPVLMYVHNC-UHFFFAOYSA-N,CCOC(Cl)=CCl,,True,C4H6Cl2O,140.99,16.9,10.5,6.0,,,,,,,,2.3,0.0,1.0,,,,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides,Chloroalkenes; Organooxygen compounds; Organochlorides; Hydrocarbon derivatives,full_molecule,0.945,HIGH,1.0,0.85,1.0,1.0,1.0,0.5,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/53440473,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Diethyl Benzene","1,2-Diethyl Benzene",systematic_chemical,"1,2-diethylbenzene",,135-01-3,135-01-3,True,original,8657.0,KVNYFPKFSJIPBJ-UHFFFAOYSA-N,CCc1ccccc1CC,,True,C10H14,134.22,17.7,0.1,1.0,,,-31.4,,,,,3.7,0.0,0.0,H226; H304; H315; H319; H335; H411; H412; H373,Flammable; Irritant; Health Hazard; Environmental Hazard,Danger,Not listed,,False,False,True,False,False,False,False,False,False,False,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives,Aromatic hydrocarbons; Unsaturated hydrocarbons,full_molecule,0.958,HIGH,1.0,0.85,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/8657,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dihydroxybenzene (Catechol)","1,2-Dihydroxybenzene",systematic_chemical,"benzene-1,2-diol",Catechol,120-80-9,120-80-9,True,original,289.0,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Oc1ccccc1O,,True,C6H6O2,110.11,20.0,11.3,21.8,,245.6,,,,,,0.9,2.0,2.0,H301; H311; H315; H319; H341; H350; H302; H312; H317; H412; H318; H335; H351; H361; H370; H401; H314; H372; H373; H332,Acute Toxic; Health Hazard; Irritant; Corrosive,Danger,Not listed,,True,True,False,True,False,False,False,False,False,False,Organic compounds,Benzenoids,Phenols,Benzenediols,Catechols,1-hydroxy-4-unsubstituted benzenoids; 1-hydroxy-2-unsubstituted benzenoids; Benzene and substituted derivatives; Organooxygen compounds; Hydrocarbon derivatives,full_molecule,0.958,HIGH,1.0,0.85,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/289,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dimethoxybenzene","1,2-Dimethoxybenzene",systematic_chemical,"1,2-dimethoxybenzene",,91-16-7,91-16-7,True,original,7043.0,ABDKAPXRBAPSQN-UHFFFAOYSA-N,COc1ccccc1OC,,True,C8H10O2,138.16,19.2,4.4,9.4,,206.1,22.5,,,,,1.6,0.0,2.0,H302; H371,Irritant; Health Hazard,Warning,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,Phenoxy compounds; Anisoles; Alkyl aryl ethers; Hydrocarbon derivatives,full_molecule,1.0,HIGH,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/7043,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Dinitrobenzene","1,2-Dinitrobenzene",systematic_chemical,"1,2-dinitrobenzene",,528-29-0,528-29-0,True,original,10707.0,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1[N+]([O-])=O,,True,C6H4N2O4,168.11,20.6,11.6,3.9,,,116.9,,,,,1.7,0.0,4.0,H300; H310; H330; H373; H400; H410; H370; H372; H317; H319; H361; H316; H335,Acute Toxic; Health Hazard; Environmental Hazard; Irritant,Danger,Not listed,,False,True,False,True,False,False,False,False,False,False,Organic compounds,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,Nitrobenzenes,"Nitroaromatic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxoazanium compounds; Organopnictogen compounds; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives",full_molecule,0.988,HIGH,1.0,1.0,1.0,1.0,1.0,0.75,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/10707,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
"1,2-Epoxy-2-Propene","1,2-Epoxy-2-Propene",systematic_chemical,2-methylideneoxirane,,40079-14-9,40079-14-9,True,original,3029326.0,AAEZMHSWRQVQEK-UHFFFAOYSA-N,C=C1CO1,,True,C3H4O,56.06,16.5,8.6,6.7,,,,,,,,0.4,0.0,1.0,,,,Not listed,,False,False,False,False,False,False,False,False,False,False,Organic compounds,Organoheterocyclic compounds,Epoxides,,Epoxides,Oxacyclic compounds; Organooxygen compounds; Hydrocarbon derivatives,full_molecule,0.945,HIGH,1.0,0.85,1.0,1.0,1.0,0.5,False,False,False,False,False,True,https://pubchem.ncbi.nlm.nih.gov/compound/3029326,pubchem,False,False,False,False,False,[SMILES] SMILES from CIR fallback.
